danceability|energy|key|loudness|mode|speechiness|acousticness|instrumentalness|liveness|valence|tempo|type|id|uri|track_href|analysis_url|duration_ms|time_signature|artist_name|song_name|num_top|popularity
0.732|0.873|0|-5.965|1|0.0321|0.0449|0.000803|0.347|0.662|128.029|audio_features|5LhI8m7n8xlQmNe3b7Rwis|spotify:track:5LhI8m7n8xlQmNe3b7Rwis|https://api.spotify.com/v1/tracks/5LhI8m7n8xlQmNe3b7Rwis|https://api.spotify.com/v1/audio-analysis/5LhI8m7n8xlQmNe3b7Rwis|187088|3|Natanael Cano|Madonna|1|93
0.474|0.72|1|-7.986|0|0.0676|0.0833|0.0|0.0983|0.715|166.737|audio_features|2DbV9TSdeGr5FobCFDRzvq|spotify:track:2DbV9TSdeGr5FobCFDRzvq|https://api.spotify.com/v1/tracks/2DbV9TSdeGr5FobCFDRzvq|https://api.spotify.com/v1/audio-analysis/2DbV9TSdeGr5FobCFDRzvq|155210|3|Bizarrap|Natanael Cano: Bzrp Music Sessions, Vol. 59|2|88
0.834|0.763|2|-5.475|1|0.0835|0.0354|2.33e-06|0.273|0.633|134.844|audio_features|0dEAiKNbHt4mrjjoiL0loc|spotify:track:0dEAiKNbHt4mrjjoiL0loc|https://api.spotify.com/v1/tracks/0dEAiKNbHt4mrjjoiL0loc|https://api.spotify.com/v1/audio-analysis/0dEAiKNbHt4mrjjoiL0loc|193568|3|Xavi|Corazón de Piedra|3|91
0.791|0.499|8|-8.472|0|0.0509|0.446|2.41e-05|0.0899|0.669|99.986|audio_features|6XjDF6nds4DE2BBbagZol6|spotify:track:6XjDF6nds4DE2BBbagZol6|https://api.spotify.com/v1/tracks/6XjDF6nds4DE2BBbagZol6|https://api.spotify.com/v1/audio-analysis/6XjDF6nds4DE2BBbagZol6|222000|4|FloyyMenor|Gata Only|4|98
0.769|0.723|7|-5.912|0|0.0458|0.0734|0.0|0.114|0.643|135.814|audio_features|61OsemtnuPJ5R0LMEkw60S|spotify:track:61OsemtnuPJ5R0LMEkw60S|https://api.spotify.com/v1/tracks/61OsemtnuPJ5R0LMEkw60S|https://api.spotify.com/v1/audio-analysis/61OsemtnuPJ5R0LMEkw60S|168427|3|Bizarrap|Entre las de 20|5|81
0.76|0.747|0|-5.083|0|0.0282|0.0675|2.73e-06|0.309|0.884|128.912|audio_features|3FqUPvubYeRCMsdJ02QyZR|spotify:track:3FqUPvubYeRCMsdJ02QyZR|https://api.spotify.com/v1/tracks/3FqUPvubYeRCMsdJ02QyZR|https://api.spotify.com/v1/audio-analysis/3FqUPvubYeRCMsdJ02QyZR|152079|3|Fuerza Regida|TÚ NAME|6|90
0.787|0.789|4|-6.506|0|0.0472|0.423|0.0|0.0995|0.635|100.112|audio_features|1C84d9abZVKWHT2YYpoean|spotify:track:1C84d9abZVKWHT2YYpoean|https://api.spotify.com/v1/tracks/1C84d9abZVKWHT2YYpoean|https://api.spotify.com/v1/audio-analysis/1C84d9abZVKWHT2YYpoean|147011|1|Luis R Conriquez|Si No Quieres No|7|85
0.717|0.674|1|-5.269|1|0.0722|0.523|5.43e-06|0.0978|0.705|132.037|audio_features|7EWtB4NKYY3NqBl31PVip9|spotify:track:7EWtB4NKYY3NqBl31PVip9|https://api.spotify.com/v1/tracks/7EWtB4NKYY3NqBl31PVip9|https://api.spotify.com/v1/audio-analysis/7EWtB4NKYY3NqBl31PVip9|141064|3|Peso Pluma|LA PEOPLE II|8|89
0.751|0.819|11|-4.372|0|0.0409|0.255|0.0|0.236|0.697|131.842|audio_features|0R6NfOiLzLj4O5VbYSJAjf|spotify:track:0R6NfOiLzLj4O5VbYSJAjf|https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf|https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf|172264|3|Xavi|La Diabla|9|94
0.792|0.516|4|-6.097|0|0.027|0.197|0.0|0.0855|0.916|108.939|audio_features|51qYdMBxt9mFbtZBzq1Yfi|spotify:track:51qYdMBxt9mFbtZBzq1Yfi|https://api.spotify.com/v1/tracks/51qYdMBxt9mFbtZBzq1Yfi|https://api.spotify.com/v1/audio-analysis/51qYdMBxt9mFbtZBzq1Yfi|185933|4|Julión Álvarez y su Norteño Banda|Regalo De Dios|10|88
0.761|0.658|11|-7.188|1|0.0429|0.292|1.55e-06|0.137|0.895|125.036|audio_features|6YOfGIE6iFxC7G8OlGGvzW|spotify:track:6YOfGIE6iFxC7G8OlGGvzW|https://api.spotify.com/v1/tracks/6YOfGIE6iFxC7G8OlGGvzW|https://api.spotify.com/v1/audio-analysis/6YOfGIE6iFxC7G8OlGGvzW|168677|3|Junior H|ROCKSTAR|11|88
0.777|0.535|3|-8.049|1|0.0559|0.0661|1.16e-05|0.148|0.702|132.272|audio_features|4L1iecYPJR1qc9tz5Zjkw9|spotify:track:4L1iecYPJR1qc9tz5Zjkw9|https://api.spotify.com/v1/tracks/4L1iecYPJR1qc9tz5Zjkw9|https://api.spotify.com/v1/audio-analysis/4L1iecYPJR1qc9tz5Zjkw9|225212|3|Gabito Ballesteros|El Boss|12|85
0.728|0.589|7|-7.115|1|0.0376|0.424|7.78e-06|0.166|0.767|77.475|audio_features|6RcAHyC5sAUIbPTkhOQwd8|spotify:track:6RcAHyC5sAUIbPTkhOQwd8|https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8|https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8|179013|4|Junior H|Y LLORO|13|88
0.778|0.835|11|-3.598|0|0.0767|0.152|0.0|0.109|0.666|140.082|audio_features|5XVdHRf4CAJ2Jm0uMIy5qY|spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY|https://api.spotify.com/v1/tracks/5XVdHRf4CAJ2Jm0uMIy5qY|https://api.spotify.com/v1/audio-analysis/5XVdHRf4CAJ2Jm0uMIy5qY|156346|4|Xavi|La Víctima|14|91
0.808|0.944|10|-4.863|0|0.0408|0.183|1.11e-06|0.138|0.937|124.934|audio_features|6uIIdjYTxxpWOyWuVXrKQO|spotify:track:6uIIdjYTxxpWOyWuVXrKQO|https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO|https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO|191467|3|Calle 24|Que Onda|15|90
0.76|0.711|1|-6.966|1|0.0646|0.0812|0.0|0.0921|0.798|128.134|audio_features|1xgWArLVFD1AKsLzftZYc2|spotify:track:1xgWArLVFD1AKsLzftZYc2|https://api.spotify.com/v1/tracks/1xgWArLVFD1AKsLzftZYc2|https://api.spotify.com/v1/audio-analysis/1xgWArLVFD1AKsLzftZYc2|196832|3|Oscar Maydon|Elvira|16|87
0.702|0.836|8|-3.599|1|0.0658|0.204|0.0|0.0698|0.63|117.897|audio_features|29vIEdxgMT9H1fnBMecWjA|spotify:track:29vIEdxgMT9H1fnBMecWjA|https://api.spotify.com/v1/tracks/29vIEdxgMT9H1fnBMecWjA|https://api.spotify.com/v1/audio-analysis/29vIEdxgMT9H1fnBMecWjA|164387|4|Julión Álvarez y su Norteño Banda|Lo Tienes Todo|17|86
